sample_id,side,global_vertex_id,region_id,region_point_id,x,y,z,candidate_finite,quality_rank,repair_method,selected,distance_to_selected_mm
T078,L,11,T002,11,8.127100944519043,13.268514009154003,-14.373985355894929,True,0,mapped,False,1.7763568394002505e-15
T078,L,12,T001,12,8.189821993097464,12.395335722043114,-13.699004757624266,True,0,mapped,True,0.0
T078,L,12,T002,12,8.189821993097464,12.395335722043114,-13.699004757624266,True,0,mapped,False,0.0
T078,L,13,T001,13,8.64240294255098,11.678079334759168,-13.018711143064174,True,0,mapped,True,0.0
T078,L,13,T002,13,8.64240294255098,11.678079334759168,-13.018711143064174,True,0,mapped,False,0.0
T078,L,14,T001,14,9.127100944519045,11.063076920057128,-12.29225802856202,True,0,mapped,True,0.0
T078,L,14,T002,14,9.127100944519045,11.063076920057126,-12.29225802856202,True,0,mapped,False,1.7763568394002505e-15
T078,L,15,T001,15,9.51252135264384,10.418509673259782,-11.587335281001089,True,0,mapped,True,0.0
T078,L,15,T002,15,9.512521352643844,10.418509673259782,-11.587335281001089,True,0,mapped,False,3.552713678800501e-15
T078,L,16,T001,16,9.93308347088057,9.770625220514694,-10.8947978600712,True,0,mapped,True,0.0
T078,L,16,T002,16,9.93308347088057,9.770625220514694,-10.8947978600712,True,0,mapped,False,0.0
T078,L,17,T001,17,10.423833219698473,9.134933434301296,-10.176358500107153,True,0,mapped,True,0.0
T078,L,17,T002,17,10.423833219698473,9.134933434301296,-10.176358500107153,True,0,mapped,False,0.0
T078,L,18,T001,18,10.933938189421802,8.563799807586493,-9.49118710269607,True,0,mapped,True,0.0
T078,L,18,T002,18,10.9339381894218,8.563799807586493,-9.491187102696069,True,0,mapped,False,2.5121479338940403e-15
T078,L,19,T001,19,11.30763467099041,7.838023731718559,-8.786781057716382,True,0,mapped,True,0.0
T078,L,19,T002,19,11.30763467099041,7.838023731718558,-8.78678105771638,True,0,mapped,False,1.9860273225978185e-15
T078,L,20,T001,20,11.741106369501791,7.081235394983112,-8.194010697003941,True,0,mapped,True,0.0
T078,L,20,T002,20,11.741106369501791,7.081235394983112,-8.19401069700394,True,0,mapped,False,1.7763568394002505e-15
T078,L,21,T001,21,11.889047751417737,6.282265481385217,-7.435192942049863,True,0,mapped,True,0.0
T078,L,21,T002,21,11.889047751417737,6.282265481385217,-7.435192942049863,True,0,mapped,False,0.0
T078,L,22,T001,22,11.940285848201793,5.427698215693972,-6.724198698465254,True,0,mapped,True,0.0
T078,L,22,T002,22,11.940285848201793,5.427698215693972,-6.724198698465254,True,0,mapped,False,0.0
T078,L,23,T001,23,11.916462448140242,4.541262086895105,-6.052458770967368,True,0,mapped,True,0.0
T078,L,23,T002,23,11.91646244814024,4.541262086895104,-6.052458770967366,True,0,mapped,False,2.6645352591003757e-15
T078,L,24,T001,24,11.927101135253906,3.607866048812866,-5.432629108428955,True,-1,landmark_vertex,True,0.0
T078,L,24,T002,24,11.927101135253906,3.607866048812866,-5.432629108428955,True,0,mapped,False,0.0
T078,L,24,T004,24,11.927101135253906,3.607866048812866,-5.432629108428955,True,0,mapped,False,0.0
T078,L,25,T001,25,0.098975667568151,19.393080370779057,-16.111536026000977,True,0,mapped,True,0.0
T078,L,26,T001,26,1.1349621825736005,19.08075048700796,-16.24640420917897,True,0,mapped,True,0.0
T078,L,27,T001,27,2.0851348395463614,18.79485197419355,-16.29741529421372,True,0,mapped,True,0.0
T078,L,28,T001,28,3.2038003798442136,18.39258442317955,-16.30653822069999,True,0,mapped,True,0.0
T078,L,29,T001,29,4.145280821033355,17.936806589264716,-16.26454299773262,True,0,mapped,True,0.0
T078,L,30,T001,30,4.926127660567609,17.253552920905832,-16.274074963254456,True,0,mapped,True,0.0
T078,L,31,T001,31,5.783062981857529,16.410025686335985,-16.19180461365328,True,0,mapped,True,0.0
T078,L,32,T001,32,6.423531029591937,15.701482712404124,-15.957415761432593,True,0,mapped,True,0.0
T078,L,33,T001,33,7.0904752957249375,15.055360961153228,-15.49156615103418,True,0,mapped,True,0.0
T078,L,34,T001,34,7.761082124558378,14.382478893979885,-14.939311522858638,True,0,mapped,True,0.0
T078,L,35,T001,35,8.360664218147317,13.64859147638461,-14.394136268535576,True,0,mapped,True,0.0
T078,L,36,T001,36,8.573559339333611,12.739666724164142,-13.803210437006747,True,0,mapped,True,0.0
T078,L,37,T001,37,8.913973866848801,11.976016989815871,-13.207903805164108,True,0,mapped,True,0.0
T078,L,38,T001,38,9.499708029419256,11.285039649188382,-12.442993581126748,True,0,mapped,True,0.0
T078,L,39,T001,39,9.787534737278111,10.554950011346197,-11.741187903130816,True,0,mapped,True,0.0
T078,L,40,T001,40,10.291945081262488,9.96202894378316,-11.131645483910344,True,0,mapped,True,0.0
T078,L,41,T001,41,10.713563377093434,9.31260019837912,-10.425374908003828,True,0,mapped,True,0.0
T078,L,42,T001,42,11.130295439456429,8.657082212795553,-9.659628934216816,True,0,mapped,True,0.0
T078,L,43,T001,43,11.588740300281309,8.008941886209806,-9.034157319901372,True,0,mapped,True,0.0
T078,L,44,T001,44,11.966290139468011,7.188079662999612,-8.335975526766038,True,0,mapped,True,0.0
T078,L,45,T001,45,12.076139229063848,6.468129453211211,-7.672469030213793,True,0,mapped,True,0.0
T078,L,46,T001,46,12.13882641590789,5.565724853405822,-6.901622089290242,True,0,mapped,True,0.0
T078,L,47,T001,47,12.164186767442729,4.757581868305552,-6.2857817787628285,True,0,mapped,True,0.0
T078,L,48,T001,48,12.20034142935663,3.8479593449408607,-5.649165028093837,True,0,mapped,True,0.0
T078,L,49,T001,49,1.052534145509113,19.40746500061864,-15.911535263061523,True,0,mapped,True,0.0
T078,L,50,T001,50,2.053054499606685,19.165306923704527,-15.944437867739657,True,0,mapped,True,0.0
T078,L,51,T001,51,3.102891795149389,18.751889573413187,-16.06384166926049,True,0,mapped,True,0.0
T078,L,52,T001,52,4.043064030833901,18.32781930834929,-16.036899819004216,True,0,mapped,True,0.0
T078,L,53,T001,53,4.92083734254173,17.806442440694376,-15.94891941329384,True,0,mapped,True,0.0
T078,L,54,T001,54,5.7392092574177145,16.936127260250675,-15.932627305347166,True,0,mapped,True,0.0
T078,L,55,T001,55,6.54864273066817,16.256348426105248,-15.6583908529863,True,0,mapped,True,0.0
T078,L,56,T001,56,7.299180484131117,15.565641865583697,-15.1924213950528,True,0,mapped,True,0.0
T078,L,57,T001,57,7.884307795279459,14.826009031825553,-14.813467255623124,True,0,mapped,True,0.0
T078,L,58,T001,58,8.362717714906454,14.047178028927249,-14.451990640139869,True,0,mapped,True,0.0
T078,L,59,T001,59,8.83476819593183,13.166010558058964,-13.881501336668506,True,0,mapped,True,0.0
T078,L,60,T001,60,9.219040793249444,12.336708330973254,-13.285883150581409,True,0,mapped,True,0.0
T078,L,61,T001,61,9.667856698105052,11.617236674236272,-12.62116606941909,True,0,mapped,True,0.0
T078,L,62,T001,62,10.060090043952217,10.828911549500948,-11.901957125190618,True,0,mapped,True,0.0
T078,L,63,T001,63,10.509833716452226,10.146651908995018,-11.25350313022154,True,0,mapped,True,0.0
T078,L,64,T001,64,10.854263218603856,9.483178475564442,-10.583539135535528,True,0,mapped,True,0.0
T078,L,65,T001,65,11.42315248926266,8.825485257672753,-9.842770441438065,True,0,mapped,True,0.0
T078,L,66,T001,66,11.807715895712802,8.176568911740066,-9.186564572659114,True,0,mapped,True,0.0
T078,L,67,T001,67,12.155393244916995,7.454714204544323,-8.555234260074696,True,0,mapped,True,0.0
T078,L,68,T001,68,12.379244008460136,6.657211059693871,-7.835035457542121,True,0,mapped,True,0.0
T078,L,69,T001,69,12.420892938978088,5.872915466493768,-7.17225805999608,True,0,mapped,True,0.0
T078,L,70,T001,70,12.475926639996723,5.0691936065519485,-6.544176514115737,True,0,mapped,True,0.0
T078,L,71,T001,71,12.45338889695017,4.131894902179013,-5.863815994538507,True,0,mapped,True,0.0
T078,L,72,T001,72,2.0017394688684518,19.407865524291992,-15.69197768357043,True,0,mapped,True,0.0
T078,L,73,T001,73,2.983690775709526,19.13811482944746,-15.694159819274594,True,0,mapped,True,0.0
T078,L,74,T001,74,3.961536837277064,18.76922585433181,-15.656221455756285,True,0,mapped,True,0.0
T078,L,75,T001,75,4.803938277778978,18.18099714381363,-15.765129646255218,True,0,mapped,True,0.0
T078,L,76,T001,76,5.715137656667626,17.37336485214326,-15.68329289234556,True,0,mapped,True,0.0
T078,L,77,T001,77,6.5147897185176085,16.65094018086973,-15.441171387188293,True,0,mapped,True,0.0
T078,L,78,T001,78,7.300866785547221,15.970927413088864,-15.060656535347354,True,0,mapped,True,0.0
T078,L,79,T001,79,7.900238016870542,15.224371869314783,-14.695816257526523,True,0,mapped,True,0.0
T078,L,80,T001,80,8.47979827045351,14.367359885423989,-14.35476279080433,True,0,mapped,True,0.0
T078,L,81,T001,81,9.04350833871793,13.558654462845578,-13.83566009737169,True,0,mapped,True,0.0
T078,L,82,T001,82,9.483507994927743,12.812606146966992,-13.316451963574584,True,0,mapped,True,0.0
T078,L,83,T001,83,9.987486159812958,12.010287097515594,-12.668397654417198,True,0,mapped,True,0.0
T078,L,84,T001,84,10.386874947159663,11.210381863330872,-12.031153960049227,True,0,mapped,True,0.0
T078,L,85,T001,85,10.791181121927403,10.408230798036389,-11.372119098474998,True,0,mapped,True,0.0
T078,L,86,T001,86,11.111652540015877,9.73526313456156,-10.74838471425938,True,0,mapped,True,0.0
T078,L,87,T001,87,11.61253117524691,8.999631858442733,-9.954909280201791,True,0,mapped,True,0.0
T078,L,88,T001,88,12.040069327848656,8.405953490921966,-9.31455662278218,True,0,mapped,True,0.0
T078,L,89,T001,89,12.39479541485754,7.685462319512869,-8.667724039390148,True,0,mapped,True,0.0
T078,L,90,T001,90,12.561188380702593,6.8768100662709895,-7.975635495068044,True,0,mapped,True,0.0
T078,L,91,T001,91,12.800899750060507,6.051157165452871,-7.258966156474459,True,0,mapped,True,0.0
T078,L,92,T001,92,12.786108502526725,5.234335148699939,-6.632678062667621,True,0,mapped,True,0.0
T078,L,93,T001,93,12.72710132598877,4.440231743319787,-6.064141615198716,True,0,mapped,True,0.0
T078,L,94,T001,94,2.929223722224064,19.407865524291992,-15.382564524568762,True,0,mapped,True,0.0
T078,L,95,T001,95,3.857953601439374,19.096780335392125,-15.349235117391938,True,0,mapped,True,0.0
T078,L,96,T001,96,4.69690593092785,18.57179405382551,-15.479303062008984,True,0,mapped,True,0.0
T078,L,97,T001,97,5.581959180256675,17.901102532813955,-15.393931652098402,True,0,mapped,True,0.0
T078,L,98,T001,98,6.5264912114700575,17.100098377817133,-15.197216723055092,True,0,mapped,True,0.0
T078,L,99,T001,99,7.30467732485088,16.343087768088942,-14.903780345631455,True,0,mapped,True,0.0
T078,L,100,T001,100,7.982656635242888,15.683111349159386,-14.53030748150091,True,0,mapped,True,0.0
T078,L,101,T001,101,8.549882906293153,14.887375905025827,-14.239965764233816,True,0,mapped,True,0.0
T078,L,102,T001,102,9.092643107522829,13.96487309457147,-13.864315526920311,True,0,mapped,True,0.0
T078,L,103,T001,103,9.650732019234075,13.115992512916446,-13.263315910420271,True,0,mapped,True,0.0
T078,L,104,T001,104,10.116939120280067,12.314804588701108,-12.720419367792337,True,0,mapped,True,0.0
T078,L,105,T001,105,10.592746313321278,11.48422975045715,-12.07809659121546,True,0,mapped,True,0.0
T078,L,106,T001,106,11.017403206928757,10.725107741148491,-11.420287351148612,True,0,mapped,True,0.0
T078,L,107,T001,107,11.39105331151596,10.069507202669346,-10.842440681046025,True,0,mapped,True,0.0
T078,L,108,T001,108,11.850522384048832,9.30358571492954,-10.069578409692474,True,0,mapped,True,0.0
T078,L,109,T001,109,12.300011434522382,8.624129904019373,-9.384760679090595,True,0,mapped,True,0.0
T078,L,110,T001,110,12.652956283419456,8.003826323380945,-8.768997482576397,True,0,mapped,True,0.0
T078,L,111,T001,111,12.865251131533247,7.135176422124449,-8.071561129923822,True,0,mapped,True,0.0
T078,L,112,T001,112,12.983798182509268,6.357658951634081,-7.421356900184984,True,0,mapped,True,0.0
T078,L,113,T001,113,13.033558921693489,5.45815397947159,-6.730325930174734,True,0,mapped,True,0.0
T078,L,114,T001,114,12.998246509933749,4.679011354698082,-6.1921540951823815,True,0,mapped,True,0.0
T078,L,115,T001,115,3.795509487465067,19.407865524291992,-14.927833960366629,True,0,mapped,True,0.0
T078,L,116,T001,116,4.708699511232918,18.91260663983755,-15.024638206770009,True,0,mapped,True,0.0
T078,L,117,T001,117,5.54863659036628,18.343874652429733,-15.038275606838788,True,0,mapped,True,0.0
T078,L,118,T001,118,6.528667843107987,17.54431883947623,-14.88217139442419,True,0,mapped,True,0.0
T078,L,119,T001,119,7.308419634382426,16.76463064958217,-14.720326464365725,True,0,mapped,True,0.0
T078,L,120,T001,120,7.950932803381662,16.00486499040288,-14.448006521102204,True,0,mapped,True,0.0
T078,L,121,T001,121,8.671478574237462,15.309865728651417,-14.008419647653035,True,0,mapped,True,0.0
T078,L,122,T001,122,9.233802143035245,14.480226275981842,-13.71149061893916,True,0,mapped,True,0.0
T078,L,123,T001,123,9.736557360839228,13.639159270910811,-13.301025258991398,True,0,mapped,True,0.0
T078,L,124,T001,124,10.289517043481368,12.773676795430852,-12.726867359500876,True,0,mapped,True,0.0
T078,L,125,T001,125,10.768188496544573,11.896898231028612,-12.123638639856024,True,0,mapped,True,0.0
T078,L,126,T001,126,11.30697280102184,11.13821600640844,-11.424588191818248,True,0,mapped,True,0.0
T078,L,127,T001,127,11.730875220469388,10.403253877409972,-10.77382505393571,True,0,mapped,True,0.0
T078,L,128,T001,128,12.100738245689245,9.713474181930128,-10.164936347307885,True,0,mapped,True,0.0
T078,L,129,T001,129,12.41171201967954,9.010084327010036,-9.525608237881343,True,0,mapped,True,0.0
T078,L,130,T001,130,12.830082009128883,8.288409979812613,-8.854244864101586,True,0,mapped,True,0.0
T078,L,131,T001,131,13.065480064038129,7.485467426367183,-8.20376547724715,True,0,mapped,True,0.0
T078,L,132,T001,132,13.23979381593946,6.620884440029307,-7.505000504570036,True,0,mapped,True,0.0
T078,L,133,T001,133,13.291378516702126,5.796759826055196,-6.872214843045208,True,0,mapped,True,0.0
T078,L,134,T001,134,13.282711786242311,4.969278697209596,-6.311535358428956,True,0,mapped,True,0.0
T078,L,135,T001,135,4.600814920198198,19.26685750355016,-14.51153564453125,True,0,mapped,True,0.0
T078,L,136,T001,136,5.542233368536733,18.72553510867986,-14.520803003766527,True,0,mapped,True,0.0
T078,L,137,T001,137,6.411893817332334,18.13688260993655,-14.438101988008922,True,0,mapped,True,0.0
T078,L,138,T001,138,7.382031075947753,17.169953010660233,-14.348631637056016,True,0,mapped,True,0.0
T078,L,139,T001,139,8.113974295262036,16.417464603657358,-14.13692260233221,True,0,mapped,True,0.0
T078,L,140,T001,140,8.719877031276813,15.5365147044313,-13.874568439085674,True,0,mapped,True,0.0
T078,L,141,T001,141,9.31927871039473,14.99276159074143,-13.539472154335549,True,0,mapped,True,0.0
T078,L,142,T001,142,9.893360633168829,14.082814386864602,-13.163908392692658,True,0,mapped,True,0.0
T078,L,143,T001,143,10.414543755819896,13.241810909339351,-12.69258568792654,True,0,mapped,True,0.0
T078,L,144,T001,144,10.836403625476628,12.331554638670164,-12.167740785379568,True,0,mapped,True,0.0
T078,L,145,T001,145,11.482990175696674,11.533410333539294,-11.392699462371416,True,0,mapped,True,0.0
T078,L,146,T001,146,11.86058879637948,10.712161952066662,-10.795865986273531,True,0,mapped,True,0.0
T078,L,147,T001,147,12.26724347931208,10.063978153645438,-10.183813457341556,True,0,mapped,True,0.0
T078,L,148,T001,148,12.61306171835157,9.36350368157999,-9.59511208690372,True,0,mapped,True,0.0
T078,L,149,T001,149,12.982040200912888,8.59669343172931,-8.920259269815292,True,0,mapped,True,0.0
T078,L,150,T001,150,13.281405530731792,7.818703043439745,-8.300442264936247,True,0,mapped,True,0.0
T078,L,151,T001,151,13.467077056688556,6.9979938369698775,-7.625811822108512,True,0,mapped,True,0.0
T078,L,152,T001,152,13.615070222258948,6.107888640293826,-6.940934671522021,True,0,mapped,True,0.0
T078,L,153,T001,153,13.65528122764953,5.237526178084401,-6.325307431788777,True,0,mapped,True,0.0
T078,L,154,T001,154,5.409299817757618,18.97860655602649,-14.182069196544177,True,0,mapped,True,0.0
T078,L,155,T001,155,6.302567449539303,18.446446630341644,-14.122859481831146,True,0,mapped,True,0.0
T078,L,156,T001,156,7.327318398272148,17.606584898106984,-14.00476886712637,True,0,mapped,True,0.0
T078,L,157,T001,157,8.119244674365554,16.69011389068241,-13.892831415374353,True,0,mapped,True,0.0
T078,L,158,T001,158,8.774240068494858,15.907491783528592,-13.707510096369036,True,0,mapped,True,0.0
T078,L,159,T001,159,9.340811516035512,15.17542036966585,-13.450927761660738,True,0,mapped,True,0.0
T078,L,160,T001,160,9.89527531674465,14.458854300409785,-13.07517017760869,True,0,mapped,True,0.0
T078,L,161,T001,161,10.48395686857231,13.642375757532932,-12.62534372348667,True,0,mapped,True,0.0
T078,L,162,T001,162,11.00457595377883,12.684523323563706,-12.099391533902338,True,0,mapped,True,0.0
T078,L,163,T001,163,11.529492954496384,12.07761280159518,-11.48242466755413,True,0,mapped,True,0.0
T078,L,164,T001,164,11.984514405950016,11.142940885243126,-10.843165772754046,True,0,mapped,True,0.0
T078,L,165,T001,165,12.45222909416492,10.370303627322622,-10.181734395197129,True,0,mapped,True,0.0
T078,L,166,T001,166,12.734520984685377,9.628594472700904,-9.648479299685787,True,0,mapped,True,0.0
T078,L,167,T001,167,13.165895873383164,8.936216868489797,-8.952720511298862,True,0,mapped,True,0.0
T078,L,168,T001,168,13.545685785392015,8.144567442603794,-8.330527475326775,True,0,mapped,True,0.0
T078,L,169,T001,169,13.801260084582989,7.395526871020281,-7.664368465621687,True,0,mapped,True,0.0
T078,L,170,T001,170,13.931948707463889,6.396569249763719,-6.944897990998617,True,0,mapped,True,0.0
T078,L,171,T001,171,13.91513360235476,5.595898277495143,-6.412709220728198,True,0,mapped,True,0.0
T078,L,172,T001,172,6.136948342242137,18.802242704300628,-13.570766254075073,True,0,mapped,True,0.0
T078,L,173,T001,173,7.085358251950799,18.030620613073896,-13.692260284552155,True,0,mapped,True,0.0
T078,L,174,T001,174,8.041529913688777,17.146629592752003,-13.537998478327008,True,0,mapped,True,0.0
T078,L,175,T001,175,8.736840909751084,16.311771257462002,-13.44954493985508,True,0,mapped,True,0.0
T078,L,176,T001,176,9.365874949187315,15.542971127260136,-13.231754136016797,True,0,mapped,True,0.0
T078,L,177,T001,177,9.93162323847061,14.897740938958943,-12.915719395868743,True,0,mapped,True,0.0
T078,L,178,T001,178,10.520545319689058,14.03214803775732,-12.517575280223932,True,0,mapped,True,0.0
T078,L,179,T001,179,11.073789918726424,13.224197171996032,-12.031953583013332,True,0,mapped,True,0.0
T078,L,180,T001,180,11.748953923558568,12.389546744845084,-11.285463779932,True,0,mapped,True,0.0
T078,L,181,T001,181,12.123640683331312,11.342928661930094,-10.742383705580927,True,0,mapped,True,0.0
T078,L,182,T001,182,12.589275347464598,10.67866919244463,-10.153845035498152,True,0,mapped,True,0.0
T078,L,183,T001,183,12.929823443228042,9.99092360822939,-9.619431953417855,True,0,mapped,True,0.0
T078,L,184,T001,184,13.36307768362649,9.22566450975776,-8.935906665223605,True,0,mapped,True,0.0
T078,L,185,T001,185,13.709849242682257,8.501437147038839,-8.307508467228367,True,0,mapped,True,0.0
T078,L,186,T001,186,13.992979219936,7.748846149730516,-7.680955838618378,True,0,mapped,True,0.0
T078,L,187,T001,187,14.133563963682398,6.74677394156558,-7.072474834517847,True,0,mapped,True,0.0
T078,L,188,T001,188,14.170808435625638,5.937132478899564,-6.511535167694093,True,0,mapped,True,0.0
T078,L,189,T001,189,6.915554915088895,18.309164962041315,-13.320202351005705,True,0,mapped,True,0.0
T078,L,190,T001,190,7.902250303891182,17.47935783103805,-13.324669252050851,True,0,mapped,True,0.0
T078,L,191,T001,191,8.653009212189595,16.72121080429607,-13.124879141916882,True,0,mapped,True,0.0
T078,L,192,T001,192,9.36266613308288,15.806274983826397,-13.041719386850488,True,0,mapped,True,0.0
T078,L,193,T001,193,9.989099247667305,15.178279712411708,-12.662580884696752,True,0,mapped,True,0.0
T078,L,194,T001,194,10.527878785713089,14.48490372599752,-12.333555199696528,True,0,mapped,True,0.0
T078,L,195,T001,195,11.11840366941981,13.583868684212776,-11.898964973230886,True,0,mapped,True,0.0
T078,L,196,T001,196,11.750954207462367,12.735056881782594,-11.272057054753006,True,0,mapped,True,0.0
T078,L,197,T001,197,12.261068566473586,11.874777895432938,-10.683824403547192,True,0,mapped,True,0.0
T078,L,198,T001,198,12.764519358266352,11.120655419997997,-10.065948215201775,True,0,mapped,True,0.0
T078,L,199,T001,199,13.078714758928395,10.396493550414634,-9.561789006591267,True,0,mapped,True,0.0
T078,L,200,T001,200,13.503355710166504,9.577196690685197,-8.948952809095228,True,0,mapped,True,0.0
T078,L,201,T001,201,13.90693318414283,8.9090966065732,-8.302982055483483,True,0,mapped,True,0.0
T078,L,202,T001,202,14.196607369318698,8.146620744189233,-7.714932959389923,True,0,mapped,True,0.0
T078,L,203,T001,203,14.430436951815652,7.1503161646087925,-7.076165321513633,True,0,mapped,True,0.0
T078,L,204,T001,204,14.509662671573915,6.258362444256216,-6.511535167694092,True,0,mapped,True,0.0
T078,L,205,T001,205,7.678405559163154,17.83618415463614,-13.014328562575573,True,0,mapped,True,0.0
T078,L,206,T001,206,8.565359431239694,17.00166358424674,-12.869572044806642,True,0,mapped,True,0.0
T078,L,207,T001,207,9.26514857854822,16.298110476927153,-12.696557016145391,True,0,mapped,True,0.0
T078,L,208,T001,208,9.919602784686996,15.563657321613448,-12.43971744719424,True,0,mapped,True,0.0
T078,L,209,T001,209,10.53798271276332,14.824331183627308,-12.103428228313986,True,0,mapped,True,0.0
T078,L,210,T001,210,11.086232981687044,14.070551367970053,-11.79236955754821,True,0,mapped,True,0.0
T078,L,211,T001,211,11.718476247889573,13.188700081567289,-11.23446408104572,True,0,mapped,True,0.0
T078,L,212,T001,212,12.262026178508036,12.354616859653044,-10.670690087273917,True,0,mapped,True,0.0
T078,L,213,T001,213,12.78098328631208,11.518461493440627,-10.0733239344762,True,0,mapped,True,0.0
T078,L,214,T001,214,13.179834718396524,10.828922966474172,-9.528837445070874,True,0,mapped,True,0.0
T078,L,215,T001,215,13.646003595852692,9.955476806794303,-8.876071461286925,True,0,mapped,True,0.0
T078,L,216,T001,216,14.067434153631574,9.231849071365298,-8.301059430702594,True,0,mapped,True,0.0
T078,L,217,T001,217,14.403310520164148,8.45049137789617,-7.668983742839818,True,0,mapped,True,0.0
T078,L,218,T001,218,14.68025506449966,7.618066000441042,-7.1047890904642,True,0,mapped,True,0.0
T078,L,219,T001,219,14.819654864821604,6.605650178703996,-6.511535167694094,True,0,mapped,True,0.0
T078,L,220,T001,220,8.360166712866231,17.38142959620138,-12.547695724519569,True,0,mapped,True,0.0
T078,L,221,T001,221,9.178663778118205,16.59912975840236,-12.462843884730336,True,0,mapped,True,0.0
T078,L,222,T001,222,9.899180597611148,15.872603698411544,-12.1687260946306,True,0,mapped,True,0.0
T078,L,223,T001,223,10.525527569835509,15.208639898578957,-11.828501218599468,True,0,mapped,True,0.0
T078,L,224,T001,224,11.111647984969103,14.431982279131972,-11.557397481674936,True,0,mapped,True,0.0
T078,L,225,T001,225,11.67502707079342,13.625431891722458,-11.181247691439818,True,0,mapped,True,0.0
T078,L,226,T001,226,12.21045938573423,12.711867920748738,-10.683586796290994,True,0,mapped,True,0.0
T078,L,227,T001,227,12.84154767114488,12.040358862822796,-9.956433929774946,True,0,mapped,True,0.0
T078,L,228,T001,228,13.282674024338782,11.21705555629163,-9.439232117499843,True,0,mapped,True,0.0
T078,L,229,T001,229,13.717471653582589,10.418044908325658,-8.87970342540813,True,0,mapped,True,0.0
T078,L,230,T001,230,14.122457115301067,9.580390432991331,-8.325531600104252,True,0,mapped,True,0.0
T078,L,231,T001,231,14.53754241241425,8.855950134586921,-7.686409558126702,True,0,mapped,True,0.0
T078,L,232,T001,232,14.856332779689591,7.999334838490975,-7.087510425714601,True,0,mapped,True,0.0
T078,L,233,T001,233,15.087829797278449,6.987869444231839,-6.511535167694093,True,0,mapped,True,0.0
T078,L,234,T001,234,9.037731271470545,16.868745529208812,-12.224345367661533,True,0,mapped,True,0.0
T078,L,235,T001,235,9.748311552127465,16.242500959205998,-11.896240751129705,True,0,mapped,True,0.0
T078,L,236,T001,236,10.46551944366345,15.545379732730767,-11.563661825742848,True,0,mapped,True,0.0
T078,L,237,T001,237,11.07469727640393,14.781570930751531,-11.297698897943995,True,0,mapped,True,0.0
T078,L,238,T001,238,11.702849304074658,13.995161428990263,-10.923222303944405,True,0,mapped,True,0.0
T078,L,239,T001,239,12.25646671948774,13.14133460875455,-10.48268584888671,True,0,mapped,True,0.0
T078,L,240,T001,240,12.774554436093304,12.440793706440964,-9.941251857718104,True,0,mapped,True,0.0
T078,L,241,T001,241,13.332620797386111,11.558836455165446,-9.394346003264843,True,0,mapped,True,0.0
T078,L,242,T001,242,13.908431574702256,10.793679844215502,-8.736721138342535,True,0,mapped,True,0.0
